Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,Value
2015,A,0,International Energy Agency,EG_EGY_RNEW,,PT,20.83336
2016,A,0,International Energy Agency,EG_EGY_RNEW,,PT,20.20606
2017,A,0,International Energy Agency,EG_EGY_RNEW,,PT,20.59534
2018,A,0,International Energy Agency,EG_EGY_RNEW,,PT,21.83854
2019,A,0,International Energy Agency,EG_EGY_RNEW,,PT,27.4023
2020,A,0,International Energy Agency,EG_EGY_RNEW,,PT,26.89187
2021,A,0,International Energy Agency,EG_EGY_RNEW,,PT,26.08481
2022,A,0,International Energy Agency,EG_EGY_RNEW,,PT,25.86066
2023,A,0,International Energy Agency,EG_EGY_RNEW,,PT,25.14968
