Year,Observation status,Unit multiplier,Source details,SERIES,Reference area,UNIT_MEASURE,Value
2015,Normal value,Units,National Forestry Authority,Ratio of land consumption rate to population growth rate [11.3.1],,Ratio,135593.0
2017,Normal value,Units,National Forestry Authority,Ratio of land consumption rate to population growth rate [11.3.1],,Ratio,0.362
2019,Normal value,Units,National Forestry Authority,Ratio of land consumption rate to population growth rate [11.3.1],,Ratio,13.774
2021,Normal value,Units,National Forestry Authority,Ratio of land consumption rate to population growth rate [11.3.1],,Ratio,1.266
2023,Normal value,Units,National Forestry Authority,Ratio of land consumption rate to population growth rate [11.3.1],,Ratio,1.285
