Year,Observation status,Unit multiplier,Source details,SERIES,Reference area,UNIT_MEASURE,Value
2017,Normal value,Units,ILO CALCULATIONS BASED ON INFORMATION FROM ILO TEXTUAL SOURCES,Level of national compliance with labour rights (freedom of association and collective bargaining) based on International Labour Organization (ILO) textual sources and national legislation [8.8.2],,Score,1.46
2018,Normal value,Units,ILO CALCULATIONS BASED ON INFORMATION FROM ILO TEXTUAL SOURCES,Level of national compliance with labour rights (freedom of association and collective bargaining) based on International Labour Organization (ILO) textual sources and national legislation [8.8.2],,Score,1.46
2019,Normal value,Units,ILO CALCULATIONS BASED ON INFORMATION FROM ILO TEXTUAL SOURCES,Level of national compliance with labour rights (freedom of association and collective bargaining) based on International Labour Organization (ILO) textual sources and national legislation [8.8.2],,Score,1.26
2020,Normal value,Units,ILO CALCULATIONS BASED ON INFORMATION FROM ILO TEXTUAL SOURCES,Level of national compliance with labour rights (freedom of association and collective bargaining) based on International Labour Organization (ILO) textual sources and national legislation [8.8.2],,Score,1.26
2021,Normal value,Units,ILO CALCULATIONS BASED ON INFORMATION FROM ILO TEXTUAL SOURCES,Level of national compliance with labour rights (freedom of association and collective bargaining) based on International Labour Organization (ILO) textual sources and national legislation [8.8.2],,Score,1.26
2022,Normal value,Units,ILO CALCULATIONS BASED ON INFORMATION FROM ILO TEXTUAL SOURCES,Level of national compliance with labour rights (freedom of association and collective bargaining) based on International Labour Organization (ILO) textual sources and national legislation [8.8.2],,Score,1.26
2023,Normal value,Units,ILO CALCULATIONS BASED ON INFORMATION FROM ILO TEXTUAL SOURCES,Level of national compliance with labour rights (freedom of association and collective bargaining) based on International Labour Organization (ILO) textual sources and national legislation [8.8.2],,Score,1.26
