Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,SEX,UNIT_MEASURE,Value
2017,A,0,UNHS,IT_MOB_OWN,,,PT,73.0
2020,A,0,UNHS,IT_MOB_OWN,,,PT,49.5
2017,A,0,UNHS,IT_MOB_OWN,,F,PT,62.0
2020,A,0,UNHS,IT_MOB_OWN,,F,PT,42.1
2017,A,0,UNHS,IT_MOB_OWN,,M,PT,81.0
2020,A,0,UNHS,IT_MOB_OWN,,M,PT,57.6
