Year,Observation status,Unit multiplier,Source details,SERIES,Reference area,UNIT_MEASURE,Value
2006,Normal value,Units,Uganda Demographic Health Survey,Proportion of births attended by skilled health personnel [3.1.2],,Percent,42.1
2011,Normal value,Units,Uganda Demographic Health Survey,Proportion of births attended by skilled health personnel [3.1.2],,Percent,58.0
2016,Normal value,Units,Uganda Demographic Health Survey,Proportion of births attended by skilled health personnel [3.1.2],,Percent,74.2
2022,Normal value,Units,Uganda Demographic Health Survey,Proportion of births attended by skilled health personnel [3.1.2],,Percent,88.4
