Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,SEX,UNIT_MEASURE,Value
2017,A,0,UNHS,SL_ISV_IFEM_19ICLS,,,PT,84.9
2020,A,0,UNHS,SL_ISV_IFEM_19ICLS,,,PT,88.1
2017,A,0,UNHS,SL_ISV_IFEM_19ICLS,,F,PT,85.6
2020,A,0,UNHS,SL_ISV_IFEM_19ICLS,,F,PT,90.6
2017,A,0,UNHS,SL_ISV_IFEM_19ICLS,,M,PT,84.5
2020,A,0,UNHS,SL_ISV_IFEM_19ICLS,,M,PT,86.5
