Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,Value
2019,A,0,PARIS21 SDG Survey,SG_STT_NSDSFDDNR,,SCORE,1
2023,A,0,PARIS21 SDG Survey,SG_STT_NSDSFDDNR,,SCORE,1
2024,A,0,PARIS21 SDG Survey,SG_STT_NSDSFDDNR,,SCORE,1
2019,A,0,PARIS21 SDG Survey,SG_STT_NSDSFDGVT,,SCORE,1
2020,A,0,PARIS21 SDG Survey,SG_STT_NSDSFDGVT,,SCORE,1
2021,A,0,PARIS21 SDG Survey,SG_STT_NSDSFDGVT,,SCORE,1
2023,A,0,PARIS21 SDG Survey,SG_STT_NSDSFDGVT,,SCORE,1
2024,A,0,PARIS21 SDG Survey,SG_STT_NSDSFDGVT,,SCORE,1
2023,A,0,PARIS21 SDG Survey,SG_STT_NSDSFDOTHR,,SCORE,1
2019,A,0,PARIS21 SDG Survey,SG_STT_NSDSFND,,SCORE,0
2020,A,0,PARIS21 SDG Survey,SG_STT_NSDSFND,,SCORE,0
2021,A,0,PARIS21 SDG Survey,SG_STT_NSDSFND,,SCORE,0
2022,A,0,PARIS21 SDG Survey,SG_STT_NSDSFND,,SCORE,0
2023,A,0,PARIS21 SDG Survey,SG_STT_NSDSFND,,SCORE,0
2024,A,0,PARIS21 SDG Survey,SG_STT_NSDSFND,,SCORE,1
2019,A,0,PARIS21 SDG Survey,SG_STT_NSDSIMPL,,SCORE,1
2020,A,0,PARIS21 SDG Survey,SG_STT_NSDSIMPL,,SCORE,1
2021,A,0,PARIS21 SDG Survey,SG_STT_NSDSIMPL,,SCORE,1
2022,A,0,PARIS21 SDG Survey,SG_STT_NSDSIMPL,,SCORE,1
2023,A,0,PARIS21 SDG Survey,SG_STT_NSDSIMPL,,SCORE,1
2024,A,0,PARIS21 SDG Survey,SG_STT_NSDSIMPL,,SCORE,1
