Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,SEX,AGE,UNIT_MEASURE,Value
2006,A,0,Uganda Demographic Health Survey,SH_STA_FGMS,,,Y15T49,PT,0.6
2016,A,0,Uganda Demographic Health Survey,SH_STA_FGMS,,,Y15T49,PT,0.3
2011,A,0,Uganda Demographic Health Survey,SH_STA_FGMS,,,Y15T50,PT,1.4
2022,A,0,Uganda Demographic Health Survey,SH_STA_FGMS,,,Y15T50,PT,0.2
2016,A,0,UDHS,SH_STA_FGMS,,F,Y15T49,PT,0.3
