Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,Value
2018,A,0,"UN Women, Organisation for Economic Co-operation and Development, United Nations Development Programme (UNDP)",SG_GEN_EQPWN,,SCORE,1
2021,A,0,"UN Women, Organisation for Economic Co-operation and Development, United Nations Development Programme (UNDP)",SG_GEN_EQPWN,,SCORE,2
2024,A,0,"UN Women, Organisation for Economic Co-operation and Development, United Nations Development Programme (UNDP)",SG_GEN_EQPWN,,SCORE,2
