Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,Value
2017,A,0,Uganda National Household Survey,SI_HEI_TOTL,,PT,1.4
2020,A,0,Uganda National Household Survey,SI_HEI_TOTL,,PT,2.5
2024,A,0,Uganda National Household Survey,SI_HEI_TOTL,,PT,3.1
