Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,Value
2020,A,0,UN-Habitat Global Survey on National Urban Policies 2018 & 2020,SD_CPA_UPRDP,,SCORE,1
2021,A,0,UN-Habitat Global Survey on National Urban Policies 2018 & 2020,SD_CPA_UPRDP,,SCORE,1
2022,A,0,UN-Habitat Global Survey on National Urban Policies 2018 & 2020,SD_CPA_UPRDP,,SCORE,1
2023,A,0,UN-Habitat Global Survey on National Urban Policies 2018 & 2020,SD_CPA_UPRDP,,SCORE,1
