Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,Value
2014,A,0,National Accounts Statistics,NV_IND_MANF,,PT,14.69293373336025
2015,A,0,National Accounts Statistics,NV_IND_MANF,,PT,17.51165006827252
2016,A,0,National Accounts Statistics,NV_IND_MANF,,PT,15.256701187996857
2017,A,0,National Accounts Statistics,NV_IND_MANF,,PT,15.723179600501163
2018,A,0,National Accounts Statistics,NV_IND_MANF,,PT,15.72175629266231
2019,A,0,National Accounts Statistics,NV_IND_MANF,,PT,15.477474482480954
2020,A,0,National Accounts Statistics,NV_IND_MANF,,PT,15.995144368022215
2021,A,0,National Accounts Statistics,NV_IND_MANF,,PT,16.28773967810808
2022,A,0,National Accounts Statistics,NV_IND_MANF,,PT,16.135856570602648
2023,A,0,National Accounts Statistics,NV_IND_MANF,,PT,15.157018310915394
2024,A,0,National Accounts Statistics,NV_IND_MANF,,PT,15.1
2014,A,0,National Accounts Statistics,NV_IND_MANFPC,,PT,131.88689248373072
2015,A,0,National Accounts Statistics,NV_IND_MANFPC,,PT,138.5975597015093
2016,A,0,National Accounts Statistics,NV_IND_MANFPC,,PT,127.9
2017,A,0,National Accounts Statistics,NV_IND_MANFPC,,PT,129.6
2018,A,0,National Accounts Statistics,NV_IND_MANFPC,,PT,135.2
2019,A,0,National Accounts Statistics,NV_IND_MANFPC,,PT,132.6
2020,A,0,National Accounts Statistics,NV_IND_MANFPC,,PT,131.4
2021,A,0,National Accounts Statistics,NV_IND_MANFPC,,PT,132.2
2022,A,0,National Accounts Statistics,NV_IND_MANFPC,,PT,132.1
2023,A,0,National Accounts Statistics,NV_IND_MANFPC,,PT,134.1
2024,A,0,National Accounts Statistics,NV_IND_MANFPC,,PT,14.7
