Year,Value,SERIES
2015,17.5,NV_IND_MANF
2016,15.3,NV_IND_MANF
2017,15.6,NV_IND_MANF
2018,15.6,NV_IND_MANF
2019,15.3,NV_IND_MANF
2020,16.0,NV_IND_MANF
2015,149.0,NV_IND_MANFPC
2016,127.0,NV_IND_MANFPC
2017,130.0,NV_IND_MANFPC
2018,136.0,NV_IND_MANFPC
2019,142.0,NV_IND_MANFPC
2020,146.0,NV_IND_MANFPC
