Year,Value,SERIES
2015,6,ER_GRF_ANIMRCNT
2016,6,ER_GRF_ANIMRCNT
2017,6,ER_GRF_ANIMRCNT
2018,6,ER_GRF_ANIMRCNT
2019,6,ER_GRF_ANIMRCNT
2020,7,ER_GRF_ANIMRCNT
2015,515,ER_GRF_PLNTSTOR
2016,255,ER_GRF_PLNTSTOR
2017,362,ER_GRF_PLNTSTOR
2018,520,ER_GRF_PLNTSTOR
2019,11,ER_GRF_PLNTSTOR
2020,296,ER_GRF_PLNTSTOR
