Year,Value,SERIES
2017,13.3,SG_XPD_EDUC
2018,13.0,SG_XPD_EDUC
2019,12.2,SG_XPD_EDUC
2020,12.1,SG_XPD_EDUC
2021,14.7,SG_XPD_EDUC
2017,6.5,SG_XPD_HLTH
2018,6.2,SG_XPD_HLTH
2019,6.4,SG_XPD_HLTH
2020,9.2,SG_XPD_HLTH
2021,7.3,SG_XPD_HLTH
2017,1.1,SG_XPD_PROT
2018,1.2,SG_XPD_PROT
2019,1.0,SG_XPD_PROT
2020,1.1,SG_XPD_PROT
2021,1.2,SG_XPD_PROT
