Year,Observation status,Unit multiplier,Source details,SERIES,Reference area,UNIT_MEASURE,Value
2017,Normal value,Units,UNHS,Growth rates of household expenditure or income per capita [10.1.1],,Percent,1.4
2020,Normal value,Units,UNHS,Growth rates of household expenditure or income per capita [10.1.1],,Percent,2.5
