Year,Observation status,Unit multiplier,Source details,SERIES,Reference area,UNIT_MEASURE,Value
2017,Normal value,Units,MWE - Administrative Data,Lakes and rivers permanent water area change (%) [6.6.1],,Percent,45.0
2020,Normal value,Units,MWE - Administrative Data,Lakes and rivers permanent water area change (%) [6.6.1],,Percent,59.0
2023,Normal value,Units,MWE - Administrative Data,Lakes and rivers permanent water area change (%) [6.6.1],,Percent,64.0
2016,Normal value,Units,Ministry of Water and Environment- Administrative data,Water body extent (permanent) (% of total land area) [6.6.1],,Percent,-0.0088
2017,Normal value,Units,Ministry of Water and Environment- Administrative data,Water body extent (permanent) (% of total land area) [6.6.1],,Percent,45.0
2020,Normal value,Units,Ministry of Water and Environment- Administrative data,Water body extent (permanent) (% of total land area) [6.6.1],,Percent,59.0
2022,Normal value,Units,Ministry of Water and Environment- Administrative data,Water body extent (permanent) (% of total land area) [6.6.1],,Percent,64.0
