Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,SEX,UNIT_MEASURE,Value
2016,A,0,Uganda Demographic Health Survey,SE_DEV_ONTRK,,,PT,63.3
2022,A,0,Uganda Demographic Health Survey,SE_DEV_ONTRK,,,PT,55.8
2016,A,0,Uganda Demographic Health Survey,SE_DEV_ONTRK,,F,PT,64.6
2022,A,0,Uganda Demographic Health Survey,SE_DEV_ONTRK,,F,PT,58.1
2016,A,0,Uganda Demographic Health Survey,SE_DEV_ONTRK,,M,PT,62.0
2022,A,0,Uganda Demographic Health Survey,SE_DEV_ONTRK,,M,PT,53.5
