Year,Observation status,Unit multiplier,Source details,SERIES,Reference area,UNIT_MEASURE,Value
2017,Normal value,Units,National Accounts Statistics,Annual growth rate of real GDP per employed person [8.2.1],,Percent,3.9
2020,Normal value,Units,National Accounts Statistics,Annual growth rate of real GDP per employed person [8.2.1],,Percent,27.6
