Year,Observation status,Unit multiplier,Source details,SERIES,Reference area,Sex,UNIT_MEASURE,Value
2016,Normal value,Units,Uganda Demographic Health Survey,"""Proportion of children who are developmentally on track in at least three of the following domains: literacy-numeracy",,,Percent,63.3
2022,Normal value,Units,Uganda Demographic Health Survey,"""Proportion of children who are developmentally on track in at least three of the following domains: literacy-numeracy",,,Percent,55.8
2016,Normal value,Units,Uganda Demographic Health Survey,"""Proportion of children who are developmentally on track in at least three of the following domains: literacy-numeracy",,Female,Percent,64.6
2022,Normal value,Units,Uganda Demographic Health Survey,"""Proportion of children who are developmentally on track in at least three of the following domains: literacy-numeracy",,Female,Percent,58.1
2016,Normal value,Units,Uganda Demographic Health Survey,"""Proportion of children who are developmentally on track in at least three of the following domains: literacy-numeracy",,Male,Percent,62.0
2022,Normal value,Units,Uganda Demographic Health Survey,"""Proportion of children who are developmentally on track in at least three of the following domains: literacy-numeracy",,Male,Percent,53.5
