Year,Observation status,Unit multiplier,Source details,SERIES,Reference area,UNIT_MEASURE,Value
2015,Normal value,Units,National Forestry Authority,Forest area as a proportion of total land area [15.1.1],,Percent,10.0
2016,Normal value,Units,National Forestry Authority,Forest area as a proportion of total land area [15.1.1],,Percent,10.0
2017,Normal value,Units,National Forestry Authority,Forest area as a proportion of total land area [15.1.1],,Percent,9.92
2018,Normal value,Units,National Forestry Authority,Forest area as a proportion of total land area [15.1.1],,Percent,12.0
2019,Normal value,Units,National Forestry Authority,Forest area as a proportion of total land area [15.1.1],,Percent,13.24
2020,Normal value,Units,National Forestry Authority,Forest area as a proportion of total land area [15.1.1],,Percent,13.0
2021,Normal value,Units,National Forestry Authority,Forest area as a proportion of total land area [15.1.1],,Percent,12.38
2023,Normal value,Units,National Forestry Authority,Forest area as a proportion of total land area [15.1.1],,Percent,12.64
