Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,Value
2015,A,0,UN Water Data Portal,DC_TOF_WASHL,,USD,133.86
2016,A,0,UN Water Data Portal,DC_TOF_WASHL,,USD,142.32
2017,A,0,UN Water Data Portal,DC_TOF_WASHL,,USD,154.42
2018,A,0,UN Water Data Portal,DC_TOF_WASHL,,USD,164.32
2019,A,0,UN Water Data Portal,DC_TOF_WASHL,,USD,138.89
2020,A,0,UN Water Data Portal,DC_TOF_WASHL,,USD,177.01
2021,A,0,UN Water Data Portal,DC_TOF_WASHL,,USD,145.86
2022,A,0,UN Water Data Portal,DC_TOF_WASHL,,USD,114.66
2023,A,0,UN Water Data Portal,DC_TOF_WASHL,,USD,310.26
