Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,Value
2015,A,0,MoTWA,ST_EEV_ACCSEEA,,NUMBER,4
2016,A,0,MoTWA,ST_EEV_ACCSEEA,,NUMBER,4
2017,A,0,MoTWA,ST_EEV_ACCSEEA,,NUMBER,4
2018,A,0,MoTWA,ST_EEV_ACCSEEA,,NUMBER,4
2019,A,0,MoTWA,ST_EEV_ACCSEEA,,NUMBER,4
2020,A,0,MoTWA,ST_EEV_ACCSEEA,,NUMBER,5
