Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,Value
2015,A,0,TB survey from the Ministry of Health,SH_TBS_INCD,,PER_100000_POP,106
2016,A,0,TB survey from the Ministry of Health,SH_TBS_INCD,,PER_100000_POP,178
2017,A,0,TB survey from the Ministry of Health,SH_TBS_INCD,,PER_100000_POP,162
2018,A,0,TB survey from the Ministry of Health,SH_TBS_INCD,,PER_100000_POP,182
2019,A,0,TB survey from the Ministry of Health,SH_TBS_INCD,,PER_100000_POP,308
2020,A,0,TB survey from the Ministry of Health,SH_TBS_INCD,,PER_100000_POP,142
2021,A,0,TB survey from the Ministry of Health,SH_TBS_INCD,,PER_100000_POP,160
2022,A,0,TB survey from the Ministry of Health,SH_TBS_INCD,,PER_100000_POP,204
2023,A,0,TB survey from the Ministry of Health,SH_TBS_INCD,,PER_100000_POP,192
2024,A,0,TB survey from the Ministry of Health,SH_TBS_INCD,,PER_100000_POP,186
