Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,Value
2023,A,0,UNESCO Report on Public Access to Information; Global Right to Information Rating (Access Info & Center for Law and Democracy),SG_INF_ACCSS,,BOOL,1
