Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,Value
2017,A,0,Ministry of Water and Environment,EG_TBA_H2CO,,PT,84
2023,A,0,Ministry of Water and Environment,EG_TBA_H2CO,,PT,99
