Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,SEX,UNIT_MEASURE,Value
2017,A,0,Time Use Survey,SL_DOM_TSPD,,,PT,13.3
2017,A,0,Time Use Survey,SL_DOM_TSPD,,F,PT,14.6
2017,A,0,Time Use Survey,SL_DOM_TSPD,,M,PT,8.8
