Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,SEX,UNIT_MEASURE,Value
2016,A,0,"Electoral Commission, Administrative data",SG_GEN_LOCG,,,PT,45.7
2021,A,0,"Electoral Commission, Administrative data",SG_GEN_LOCG,,,PT,46.0
2011,A,0,Electoral Commission - Administrative Data,SG_GEN_LOCG,,F,PT,44.0
2016,A,0,Electoral Commission - Administrative Data,SG_GEN_LOCG,,F,PT,45.7
2021,A,0,Electoral Commission - Administrative Data,SG_GEN_LOCG,,F,PT,46.0
2016,A,0,"Parliament, Administrative data",SG_GEN_PARL,,,PT,34.9
2017,A,0,"Parliament, Administrative data",SG_GEN_PARL,,,PT,34.9
2021,A,0,"Parliament, Administrative data",SG_GEN_PARL,,,PT,34.0
