Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,SEX,UNIT_MEASURE,Value
2017,A,0,Uganda National Health Survey,IT_MOB_OWN,,,PT,73.0
2020,A,0,Uganda National Health Survey,IT_MOB_OWN,,,PT,49.5
2024,A,0,Uganda National Health Survey,IT_MOB_OWN,,,PT,56.5
2017,A,0,Uganda National Health Survey,IT_MOB_OWN,,F,PT,62.0
2020,A,0,Uganda National Health Survey,IT_MOB_OWN,,F,PT,42.1
2024,A,0,Uganda National Health Survey,IT_MOB_OWN,,F,PT,50.5
2017,A,0,Uganda National Health Survey,IT_MOB_OWN,,M,PT,81.0
2020,A,0,Uganda National Health Survey,IT_MOB_OWN,,M,PT,57.6
2024,A,0,Uganda National Health Survey,IT_MOB_OWN,,M,PT,63.4
