Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,Value
2015,A,0,Health Management Information System (HMIS) from Ministry of Health,SH_DTH_NCOM,,PT,38.0
2016,A,0,Health Management Information System (HMIS) from Ministry of Health,SH_DTH_NCOM,,PT,36.0
2017,A,0,Health Management Information System (HMIS) from Ministry of Health,SH_DTH_NCOM,,PT,37.0
2018,A,0,Health Management Information System (HMIS) from Ministry of Health,SH_DTH_NCOM,,PT,37.0
2019,A,0,Health Management Information System (HMIS) from Ministry of Health,SH_DTH_NCOM,,PT,45.0
2020,A,0,Health Management Information System (HMIS) from Ministry of Health,SH_DTH_NCOM,,PT,9.063072776280324
2021,A,0,Health Management Information System (HMIS) from Ministry of Health,SH_DTH_NCOM,,PT,13.226154510142424
2022,A,0,Health Management Information System (HMIS) from Ministry of Health,SH_DTH_NCOM,,PT,9.612430320853267
2023,A,0,Health Management Information System (HMIS) from Ministry of Health,SH_DTH_NCOM,,PT,11.362144296289587
2024,A,0,Health Management Information System (HMIS) from Ministry of Health,SH_DTH_NCOM,,PT,12.791184573002754
