Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,SEX,URBANISATION,UNIT_MEASURE,Value
2017,A,0,NGPSS,VC_VOV_DCMN,,,,PT,35
2025,A,0,NGPSS,VC_VOV_DCMN,,,,PT,28
2017,A,0,NGPSS,VC_VOV_DCMN,,,R,PT,33
2025,A,0,NGPSS,VC_VOV_DCMN,,,R,PT,28
2017,A,0,NGPSS,VC_VOV_DCMN,,,U,PT,40
2025,A,0,NGPSS,VC_VOV_DCMN,,,U,PT,28
2017,A,0,NGPSS,VC_VOV_DCMN,,F,,PT,32
2025,A,0,NGPSS,VC_VOV_DCMN,,F,,PT,25
2017,A,0,NGPSS,VC_VOV_DCMN,,M,,PT,39
2025,A,0,NGPSS,VC_VOV_DCMN,,M,,PT,31
