Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,COMPOSITE_BREAKDOWN,UNIT_MEASURE,Value
2019,A,0,"United Nation Inquiry among Governments on Population and Development. The Inquiry was sent to 197 countries, including all 193 Member States, two Observer States, and 2 non-member States",SG_CPA_MIGR,,PD_1,NUMBER,3
2020,A,0,"United Nation Inquiry among Governments on Population and Development. The Inquiry was sent to 197 countries, including all 193 Member States, two Observer States, and 2 non-member States",SG_CPA_MIGR,,PD_1,NUMBER,3
2019,A,0,"United Nation Inquiry among Governments on Population and Development. The Inquiry was sent to 197 countries, including all 193 Member States, two Observer States, and 2 non-member States",SG_CPA_MIGR,,PD_2,NUMBER,2
2019,A,0,"United Nation Inquiry among Governments on Population and Development. The Inquiry was sent to 197 countries, including all 193 Member States, two Observer States, and 2 non-member States",SG_CPA_MIGR,,PD_3,NUMBER,4
2019,A,0,"United Nation Inquiry among Governments on Population and Development. The Inquiry was sent to 197 countries, including all 193 Member States, two Observer States, and 2 non-member States",SG_CPA_MIGR,,PD_4,NUMBER,3
2019,A,0,"United Nation Inquiry among Governments on Population and Development. The Inquiry was sent to 197 countries, including all 193 Member States, two Observer States, and 2 non-member States",SG_CPA_MIGR,,PD_5,NUMBER,4
2019,A,0,"United Nation Inquiry among Governments on Population and Development. The Inquiry was sent to 197 countries, including all 193 Member States, two Observer States, and 2 non-member States",SG_CPA_MIGR,,PD_6,NUMBER,4
