Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,SEX,UNIT_MEASURE,Value
2017,A,0,UBOS,IU_COR_BRIB,,,PT,16
2025,A,0,UBOS,IU_COR_BRIB,,,PT,14
2017,A,0,UBOS,IU_COR_BRIB,,F,PT,21
2025,A,0,UBOS,IU_COR_BRIB,,F,PT,18
2017,A,0,UBOS,IU_COR_BRIB,,M,PT,13
2025,A,0,UBOS,IU_COR_BRIB,,M,PT,12
