Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,Value
2018,A,0,Administrative data from MTIC,NV_IND_TECH,,PT,0.0
2019,A,0,Administrative data from MTIC,NV_IND_TECH,,PT,9.0
2020,A,0,Administrative data from MTIC,NV_IND_TECH,,PT,9.0
2021,A,0,Administrative data from MTIC,NV_IND_TECH,,PT,15.9
