Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,Value
2019,A,0,Administrative data from UCC,IT_MOB_2GNTWK,,PT,90
2020,A,0,Administrative data from UCC,IT_MOB_2GNTWK,,PT,98
2021,A,0,Administrative data from UCC,IT_MOB_2GNTWK,,PT,98
2019,A,0,Administrative data from UCC,IT_MOB_3GNTWK,,PT,83
2020,A,0,Administrative data from UCC,IT_MOB_3GNTWK,,PT,86
2021,A,0,Administrative data from UCC,IT_MOB_3GNTWK,,PT,89
2019,A,0,Administrative data from UCC,IT_MOB_4GNTWK,,PT,25
2020,A,0,Administrative data from UCC,IT_MOB_4GNTWK,,PT,31
2021,A,0,Administrative data from UCC,IT_MOB_4GNTWK,,PT,47
