Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,COMPOSITE_BREAKDOWN,UNIT_MEASURE,Value
2024,A,0,ERT III survey,_L_UG_070101_NATIONAL_OR_MINI_GRID,,,PT,25.3
2024,A,0,ERT III survey,_L_UG_070101_OFF_GRID_SOLUTIONS,,,PT,28.1
2018,A,0,ERT III survey,EG_ACS_ELEC,,_L_UG_NOM,PT,24.0
2018,A,0,ERT III survey,EG_ACS_ELEC,,_L_UG_OFF,PT,51.0
2018,A,0,ERT III survey,EG_ACS_ELEC,,,PT,51.0
2024,A,0,ERT III survey,EG_ACS_ELEC,,,PT,53.4
