Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,COMPOSITE_BREAKDOWN,UNIT_MEASURE,Value
2019,A,0,"UN Department of Economic and Social Affairs(DESA ), Population Division International Organization for Migration (IOM )",SG_CPA_MIGR,,PD_1,SCORE,3
2020,A,0,"UN Department of Economic and Social Affairs(DESA ), Population Division International Organization for Migration (IOM )",SG_CPA_MIGR,,PD_1,SCORE,3
2019,A,0,"UN Department of Economic and Social Affairs(DESA ), Population Division International Organization for Migration (IOM )",SG_CPA_MIGR,,PD_2,SCORE,2
2019,A,0,"UN Department of Economic and Social Affairs(DESA ), Population Division International Organization for Migration (IOM )",SG_CPA_MIGR,,PD_3,SCORE,4
2019,A,0,"UN Department of Economic and Social Affairs(DESA ), Population Division International Organization for Migration (IOM )",SG_CPA_MIGR,,PD_4,SCORE,3
2019,A,0,"UN Department of Economic and Social Affairs(DESA ), Population Division International Organization for Migration (IOM )",SG_CPA_MIGR,,PD_5,SCORE,4
2019,A,0,"UN Department of Economic and Social Affairs(DESA ), Population Division International Organization for Migration (IOM )",SG_CPA_MIGR,,PD_6,SCORE,4
