Year,Observation status,Unit multiplier,Source details,SERIES,Reference area,UNIT_MEASURE,Value
2015,Normal value,Units,Ministry of Water and Environment,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources [6.4.2],,Percent,1.8
2016,Normal value,Units,Ministry of Water and Environment,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources [6.4.2],,Percent,1.7
2023,Normal value,Units,Ministry of Water and Environment,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources [6.4.2],,Percent,1.72
