Year,Observation status,Unit multiplier,Source details,SERIES,Reference area,UNIT_MEASURE,Value
2006,Normal value,Units,Uganda Demographic Health Survey,Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods [3.7.1],,Percent,59.4
2011,Normal value,Units,Uganda Demographic Health Survey,Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods [3.7.1],,Percent,65.7
2016,Normal value,Units,Uganda Demographic Health Survey,Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods [3.7.1],,Percent,53.9
2022,Normal value,Units,Uganda Demographic Health Survey,Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods [3.7.1],,Percent,57.9
