Year,Observation status,Unit multiplier,Source details,SERIES,Reference area,Sex,UNIT_MEASURE,Value
2017,Normal value,Units,NGPSS,Proportion of population satisfied with their last experience of public services [16.6.2],,,Percent,66
2025,Normal value,Units,NGPSS,Proportion of population satisfied with their last experience of public services [16.6.2],,,Percent,69
2017,Normal value,Units,NGPSS,Proportion of population satisfied with their last experience of public services [16.6.2],,Female,Percent,67
2025,Normal value,Units,NGPSS,Proportion of population satisfied with their last experience of public services [16.6.2],,Female,Percent,70
2017,Normal value,Units,NGPSS,Proportion of population satisfied with their last experience of public services [16.6.2],,Male,Percent,65
2025,Normal value,Units,NGPSS,Proportion of population satisfied with their last experience of public services [16.6.2],,Male,Percent,67
