Year,Observation status,Unit multiplier,Source details,SERIES,Reference area,Sex,UNIT_MEASURE,Value
2016,Normal value,Units,UDHS,Proportion of population with primary reliance on clean fuels and technology [7.1.2],,,Percent,0.6
2016,Normal value,Units,UDHS,Proportion of population with primary reliance on clean fuels and technology [7.1.2],,Female,Percent,0.2
2016,Normal value,Units,UDHS,Proportion of population with primary reliance on clean fuels and technology [7.1.2],,Male,Percent,2.1
