Year,Observation status,Unit multiplier,Source details,SERIES,Reference area,UNIT_MEASURE,Value
2013,Normal value,Units,Uganda National Health Survey,Proportion of population with large household expenditures on health (greater than 10%) as a share of total household expenditure or income [3.8.2],,Percent,4.4
2016,Normal value,Units,Uganda National Health Survey,Proportion of population with large household expenditures on health (greater than 10%) as a share of total household expenditure or income [3.8.2],,Percent,5.0
2017,Normal value,Units,Uganda National Health Survey,Proportion of population with large household expenditures on health (greater than 10%) as a share of total household expenditure or income [3.8.2],,Percent,5.0
2020,Normal value,Units,Uganda National Health Survey,Proportion of population with large household expenditures on health (greater than 10%) as a share of total household expenditure or income [3.8.2],,Percent,5.6
2024,Normal value,Units,Uganda National Health Survey,Proportion of population with large household expenditures on health (greater than 10%) as a share of total household expenditure or income [3.8.2],,Percent,4.8
