Year,Observation status,Unit multiplier,Source details,SERIES,Reference area,Sex,UNIT_MEASURE,Value
2016,Normal value,Units,UDHS,Maternal mortality ratio [3.1.1],,,"Per 100,000 live births",336
2006,Normal value,Units,Uganda Demographic Health Survey,Maternal mortality ratio [3.1.1],,Female,"Per 100,000 live births",435
2011,Normal value,Units,Uganda Demographic Health Survey,Maternal mortality ratio [3.1.1],,Female,"Per 100,000 live births",438
2016,Normal value,Units,Uganda Demographic Health Survey,Maternal mortality ratio [3.1.1],,Female,"Per 100,000 live births",336
2022,Normal value,Units,Uganda Demographic Health Survey,Maternal mortality ratio [3.1.1],,Female,"Per 100,000 live births",189
2024,Normal value,Units,Uganda Demographic Health Survey,Maternal mortality ratio [3.1.1],,Female,"Per 100,000 live births",207
