Year,Observation status,Unit multiplier,Source details,SERIES,Reference area,Sex,UNIT_MEASURE,Value
2017,Normal value,Units,Time Use Survey,Proportion of time spent on unpaid domestic chores and care work [5.4.1],,,Percent,13.3
2017,Normal value,Units,Time Use Survey,Proportion of time spent on unpaid domestic chores and care work [5.4.1],,Female,Percent,14.6
2017,Normal value,Units,Time Use Survey,Proportion of time spent on unpaid domestic chores and care work [5.4.1],,Male,Percent,8.8
