Year,Observation status,Unit multiplier,Source details,SERIES,Reference area,UNIT_MEASURE,Value
2016,Normal value,Units,National Accounts Statistics,Annual growth rate of real GDP per capita [8.1.1],,Percent,-2.4
2017,Normal value,Units,National Accounts Statistics,Annual growth rate of real GDP per capita [8.1.1],,Percent,3.8
2018,Normal value,Units,National Accounts Statistics,Annual growth rate of real GDP per capita [8.1.1],,Percent,2.2
2019,Normal value,Units,National Accounts Statistics,Annual growth rate of real GDP per capita [8.1.1],,Percent,4.4
2020,Normal value,Units,National Accounts Statistics,Annual growth rate of real GDP per capita [8.1.1],,Percent,2.5
2021,Normal value,Units,National Accounts Statistics,Annual growth rate of real GDP per capita [8.1.1],,Percent,2.6
2022,Normal value,Units,National Accounts Statistics,Annual growth rate of real GDP per capita [8.1.1],,Percent,2.1
