Year,Observation status,Unit multiplier,Source details,SERIES,Reference area,UNIT_MEASURE,Value
2015,Normal value,Units,The Organisation for Economic Co-operation and Development (OECD),Dollar value of all resources made available to strengthen statistical capacity in developing countries [17.19.1],,USD,3913911
2016,Normal value,Units,The Organisation for Economic Co-operation and Development (OECD),Dollar value of all resources made available to strengthen statistical capacity in developing countries [17.19.1],,USD,5142365
2017,Normal value,Units,The Organisation for Economic Co-operation and Development (OECD),Dollar value of all resources made available to strengthen statistical capacity in developing countries [17.19.1],,USD,8273564
2018,Normal value,Units,The Organisation for Economic Co-operation and Development (OECD),Dollar value of all resources made available to strengthen statistical capacity in developing countries [17.19.1],,USD,5737299
2019,Normal value,Units,The Organisation for Economic Co-operation and Development (OECD),Dollar value of all resources made available to strengthen statistical capacity in developing countries [17.19.1],,USD,3744904
2020,Normal value,Units,The Organisation for Economic Co-operation and Development (OECD),Dollar value of all resources made available to strengthen statistical capacity in developing countries [17.19.1],,USD,1682353
2021,Normal value,Units,The Organisation for Economic Co-operation and Development (OECD),Dollar value of all resources made available to strengthen statistical capacity in developing countries [17.19.1],,USD,3437911
2022,Normal value,Units,The Organisation for Economic Co-operation and Development (OECD),Dollar value of all resources made available to strengthen statistical capacity in developing countries [17.19.1],,USD,6578958
