Year,Observation status,Unit multiplier,Source details,SERIES,Reference area,COMPOSITE_BREAKDOWN,UNIT_MEASURE,Value
2018,Normal value,Units,ERT III survey,Proportion of population with access to electricity [7.1.1],,National or Mini-grid,Percent,24.0
2018,Normal value,Units,ERT III survey,Proportion of population with access to electricity [7.1.1],,off grid solutions,Percent,51.0
2018,Normal value,Units,ERT III survey,Proportion of population with access to electricity [7.1.1],,,Percent,51.0
2024,Normal value,Units,ERT III survey,Proportion of population with access to electricity [7.1.1],,,Percent,53.4
