Year,Observation status,Unit multiplier,Source details,SERIES,Reference area,UNIT_MEASURE,Value
2015,Normal value,Units,"Ministry of Gender, Labour and Social Development","""Legal frameworks that promote",,Percent,75.0
2016,Normal value,Units,"Ministry of Gender, Labour and Social Development","""Legal frameworks that promote",,Percent,75.0
2017,Normal value,Units,"Ministry of Gender, Labour and Social Development","""Legal frameworks that promote",,Percent,75.0
2018,Normal value,Units,"Ministry of Gender, Labour and Social Development","""Legal frameworks that promote",,Percent,75.0
2019,Normal value,Units,"Ministry of Gender, Labour and Social Development","""Legal frameworks that promote",,Percent,75.0
2020,Normal value,Units,"Ministry of Gender, Labour and Social Development","""Legal frameworks that promote",,Percent,75.0
2021,Normal value,Units,"Ministry of Gender, Labour and Social Development","""Legal frameworks that promote",,Percent,75.0
2025,Normal value,Units,"Ministry of Gender, Labour and Social Development","""Legal frameworks that promote",,Percent,77.8
