Year,Observation status,Unit multiplier,Source details,SERIES,Reference area,UNIT_MEASURE,Value
2015,Normal value,Units,HMIS,Prevalence of hepatitis B surface antigen (HBsAg) [3.3.4],,"Per 100,000 population",54.4
2016,Normal value,Units,HMIS,Prevalence of hepatitis B surface antigen (HBsAg) [3.3.4],,"Per 100,000 population",1.2
2017,Normal value,Units,HMIS,Prevalence of hepatitis B surface antigen (HBsAg) [3.3.4],,"Per 100,000 population",1.0
2018,Normal value,Units,HMIS,Prevalence of hepatitis B surface antigen (HBsAg) [3.3.4],,"Per 100,000 population",0.6
2019,Normal value,Units,HMIS,Prevalence of hepatitis B surface antigen (HBsAg) [3.3.4],,"Per 100,000 population",0.8
2020,Normal value,Units,HMIS,Prevalence of hepatitis B surface antigen (HBsAg) [3.3.4],,"Per 100,000 population",25.0
2021,Normal value,Units,HMIS,Prevalence of hepatitis B surface antigen (HBsAg) [3.3.4],,"Per 100,000 population",60.0
