Year,Observation status,Unit multiplier,Source details,SERIES,Reference area,UNIT_MEASURE,Value
2019,Normal value,Units,Annual Agriculture Survey Per unit of labour by enterprise size (large scale),Productivity of large-scale food producers [2.3.1],,Number,13524
2019,Normal value,Units,Annual Agriculture Survey Total (all farmers),Productivity of small-scale food producers [2.3.1],,Number,10401
