Year,Observation status,Unit multiplier,Source details,SERIES,Reference area,UNIT_MEASURE,Value
2018,Normal value,Units,UNITED NATIONS ENVIRONMENT PROGRAMME (UNEP),"""Number of countries reporting progress in multi-stakeholder development effectiveness monitoring frameworks that support the achievement of the sustainable development goals",,Boolean or binary measure,1
2024,Normal value,Units,UNITED NATIONS ENVIRONMENT PROGRAMME (UNEP),"""Number of countries reporting progress in multi-stakeholder development effectiveness monitoring frameworks that support the achievement of the sustainable development goals",,Boolean or binary measure,1
