Year,Observation status,Unit multiplier,Source details,SERIES,Reference area,UNIT_MEASURE,Value
2015,Normal value,Units,Annual Country HIV Estimates by UAC,"Number of new HIV infections per 1,000 uninfected population [3.3.1]",,"Per 1,000 uninfected population",1.98
2016,Normal value,Units,Annual Country HIV Estimates by UAC,"Number of new HIV infections per 1,000 uninfected population [3.3.1]",,"Per 1,000 uninfected population",1.9
2017,Normal value,Units,Annual Country HIV Estimates by UAC,"Number of new HIV infections per 1,000 uninfected population [3.3.1]",,"Per 1,000 uninfected population",1.7
2018,Normal value,Units,Annual Country HIV Estimates by UAC,"Number of new HIV infections per 1,000 uninfected population [3.3.1]",,"Per 1,000 uninfected population",1.48
2019,Normal value,Units,Annual Country HIV Estimates by UAC,"Number of new HIV infections per 1,000 uninfected population [3.3.1]",,"Per 1,000 uninfected population",1.38
2020,Normal value,Units,Annual Country HIV Estimates by UAC,"Number of new HIV infections per 1,000 uninfected population [3.3.1]",,"Per 1,000 uninfected population",1.29
2021,Normal value,Units,Annual Country HIV Estimates by UAC,"Number of new HIV infections per 1,000 uninfected population [3.3.1]",,"Per 1,000 uninfected population",1.28
