Year,Observation status,Unit multiplier,Source details,SERIES,Reference area,UNIT_MEASURE,Value
2015,Normal value,Units,HMIS,Mortality rate attributed to unintentional poisonings [3.9.3],,Percent,8
2016,Normal value,Units,HMIS,Mortality rate attributed to unintentional poisonings [3.9.3],,Percent,7
2017,Normal value,Units,HMIS,Mortality rate attributed to unintentional poisonings [3.9.3],,Percent,8
2018,Normal value,Units,HMIS,Mortality rate attributed to unintentional poisonings [3.9.3],,Percent,9
2019,Normal value,Units,HMIS,Mortality rate attributed to unintentional poisonings [3.9.3],,Percent,7
