Year,Observation status,Unit multiplier,Source details,SERIES,Reference area,UNIT_MEASURE,Value
2015,Normal value,Units,UNPS,Prevalence of moderate or severe food insecurity in the population [2.1.2],,Percent,37
2015,Normal value,Units,UNPS,Prevalence of severe food insecurity in the population [2.1.2],,Percent,8
