Year,Observation status,Unit multiplier,Source details,SERIES,Reference area,UNIT_MEASURE,Value
2019,Normal value,Units,Administrative data from UCC,Proportion of population covered by at least a 2G mobile network [9.c.1],,Percent,90
2020,Normal value,Units,Administrative data from UCC,Proportion of population covered by at least a 2G mobile network [9.c.1],,Percent,98
2021,Normal value,Units,Administrative data from UCC,Proportion of population covered by at least a 2G mobile network [9.c.1],,Percent,98
2019,Normal value,Units,Administrative data from UCC,Proportion of population covered by at least a 3G mobile network [9.c.1],,Percent,83
2020,Normal value,Units,Administrative data from UCC,Proportion of population covered by at least a 3G mobile network [9.c.1],,Percent,86
2021,Normal value,Units,Administrative data from UCC,Proportion of population covered by at least a 3G mobile network [9.c.1],,Percent,89
2019,Normal value,Units,Administrative data from UCC,Proportion of population covered by at least a 4G mobile network [9.c.1],,Percent,25
2020,Normal value,Units,Administrative data from UCC,Proportion of population covered by at least a 4G mobile network [9.c.1],,Percent,31
2021,Normal value,Units,Administrative data from UCC,Proportion of population covered by at least a 4G mobile network [9.c.1],,Percent,47
