Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,Value
2006,A,0,Uganda Demographic Health Survey,VC_VAW_MARR,,PT,29.0
2011,A,0,Uganda Demographic Health Survey,VC_VAW_MARR,,PT,19.5
2016,A,0,Uganda Demographic Health Survey,VC_VAW_MARR,,PT,9.3
2022,A,0,Uganda Demographic Health Survey,VC_VAW_MARR,,PT,7.9
2016,A,0,Uganda Demographic Health Survey,VC_VAW_PHYV,,PT,22.5
2022,A,0,Uganda Demographic Health Survey,VC_VAW_PHYV,,PT,24.8
2016,A,0,Uganda Demographic Health Survey,VC_VAW_PSYV,,PT,29.3
2022,A,0,Uganda Demographic Health Survey,VC_VAW_PSYV,,PT,32.7
2016,A,0,Uganda Demographic Health Survey,VC_VAW_SEXV,,PT,16.6
2022,A,0,Uganda Demographic Health Survey,VC_VAW_SEXV,,PT,12.7
