Year,Observation status,Unit multiplier,Source details,SERIES,Reference area,UNIT_MEASURE,Value
2017,Normal value,Units,Administrative data from MEMD,Renewable energy share in the total final energy consumption [7.2.1],,Percent,86.0
2020,Normal value,Units,Administrative data from MEMD,Renewable energy share in the total final energy consumption [7.2.1],,Percent,90.5
