Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,SEX,UNIT_MEASURE,Value
2016,A,0,UDHS,SH_STA_MORT,,,PER_100000_LIVE_BIRTHS,336
2006,A,0,Uganda Demographic Health Survey,SH_STA_MORT,,F,PER_100000_LIVE_BIRTHS,435
2011,A,0,Uganda Demographic Health Survey,SH_STA_MORT,,F,PER_100000_LIVE_BIRTHS,438
2016,A,0,Uganda Demographic Health Survey,SH_STA_MORT,,F,PER_100000_LIVE_BIRTHS,336
2022,A,0,Uganda Demographic Health Survey,SH_STA_MORT,,F,PER_100000_LIVE_BIRTHS,189
2024,A,0,Uganda Demographic Health Survey,SH_STA_MORT,,F,PER_100000_LIVE_BIRTHS,207
