Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,SEX,UNIT_MEASURE,Value
2015,A,0,Reported Crime data,SH_STA_SCIDE,,,PER_100000_POP,42.0
2016,A,0,Reported Crime data,SH_STA_SCIDE,,,PER_100000_POP,74.0
2017,A,0,Reported Crime data,SH_STA_SCIDE,,,PER_100000_POP,105.0
2018,A,0,Reported Crime data,SH_STA_SCIDE,,,PER_100000_POP,60.0
2019,A,0,Reported Crime data,SH_STA_SCIDE,,,PER_100000_POP,85.0
2025,A,0,Reported Crime data,SH_STA_SCIDE,,F,PER_100000_POP,0.53
