Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,SEX,UNIT_MEASURE,Value
2020,A,0,Uganda National Household Survey,IC_GEN_MGTL_19ICLS,,,PT,19.07
2024,A,0,Uganda National Household Survey,IC_GEN_MGTL_19ICLS,,,PT,31.75
2020,A,0,Uganda National Household Survey,IC_GEN_MGTL_19ICLS,,F,PT,19.07
2024,A,0,Uganda National Household Survey,IC_GEN_MGTL_19ICLS,,F,PT,34.64
2020,A,0,Uganda National Household Survey,IC_GEN_MGTN_19ICLS,,,PT,36.35
2024,A,0,Uganda National Household Survey,IC_GEN_MGTN_19ICLS,,,PT,34.64
2020,A,0,Uganda National Household Survey,IC_GEN_MGTN_19ICLS,,F,PT,36.35
2024,A,0,Uganda National Household Survey,IC_GEN_MGTN_19ICLS,,F,PT,31.75
