Year,Observation status,Unit multiplier,Source details,SERIES,Reference area,UNIT_MEASURE,Value
2017,Normal value,Units,UNHS,Proportion of population using safely managed drinking water services [6.1.1],,Percent,79.8
2020,Normal value,Units,UNHS,Proportion of population using safely managed drinking water services [6.1.1],,Percent,9.3
