Year,Observation status,Unit multiplier,Source details,SERIES,Reference area,UNIT_MEASURE,Value
2019,Normal value,Units,Administrative data from NWSC,Total wastewater generated (million m3/year) [6.3.1],,Percent,28
2020,Normal value,Units,Administrative data from NWSC,Total wastewater generated (million m3/year) [6.3.1],,Percent,30
